PLAYER,2024/25,2023/24,2022/23,2021/22,2020/21,2019/20,2018/19,2017/18,2016/17,2015/16,2014/15,2013/14,2012/13,2011/12,2010/11,2009/10,2008/09,2007/08,2006/07,2005/06,2004/05,2003/04,2002/03,2001/02,2000/01,1999/00,1998/99,1997/98,1996/97,1995/96,1994/95,1993/94,1992/93,1991/92,1990/91
Miles Norris,"$131,903","$193,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyson Etienne,"$131,903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton Key,"$131,903","$559,782","$201,802","$127,622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killian Hayes,"$128,603","$7,413,955","$5,837,760","$5,572,680","$5,307,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malachi Flynn,"$128,603","$3,873,024","$2,145,720","$2,048,040","$1,950,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skal Labissiere,"$128,603",,,,,"$2,338,846","$1,544,951","$1,312,611","$1,188,840",,,,,,,,,,,,,,,,,,,,,,,,,,
Malevy Leons,"$126,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Taylor,"$124,288","$2,019,706","$1,703,902","$895,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugene Omoruyi,"$124,288","$1,459,782","$1,013,119","$281,831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevon Harris,"$119,972","$559,782","$508,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Timme,"$113,055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Garrett,"$107,027",,,"$236,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javon Freeman-Liberty,"$100,000","$849,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylin Galloway,"$77,500","$141,554",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anzejs Pasecniks,"$77,500",,,,"$374,297","$482,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taevion Kinsey,"$77,500","$64,343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Hill,"$75,000","$286,583","$508,891","$324,373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Sims,"$66,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuri Collins,"$66,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Bagley,"$66,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Wheeler,"$66,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erik Stevenson,"$66,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Hayward,,"$33,319,397","$30,075,000","$29,925,000","$28,500,000","$32,700,690","$31,214,295","$29,727,900","$16,073,140","$15,409,570","$14,746,000","$3,452,183","$2,709,720","$2,532,960","$2,356,320",,,,,,,,,,,,,,,,,,,,
Joe Harris,,"$19,928,571","$18,642,857","$17,357,143","$16,071,429","$7,666,667","$8,333,333","$1,524,305","$980,431","$845,059","$884,879",,,,,,,,,,,,,,,,,,,,,,,,
Evan Fournier,,"$18,857,143","$18,000,000","$17,142,857","$17,150,000","$17,150,000","$17,000,000","$17,000,000","$17,000,000","$2,288,204","$1,483,920","$1,422,720","$1,361,400",,,,,,,,,,,,,,,,,,,,,,
Marcus Morris,,"$17,612,280","$16,372,093","$15,627,907","$14,883,721","$15,000,000","$5,375,000","$5,000,000","$4,625,000","$5,000,000","$3,105,301","$2,096,760","$1,959,960","$1,823,280",,,,,,,,,,,,,,,,,,,,,
Reggie Bullock,,"$14,210,528","$10,012,800","$9,536,000","$4,200,000","$4,000,000","$2,500,000","$2,500,000","$2,255,644","$1,252,400","$1,200,720","$1,149,000",,,,,,,,,,,,,,,,,,,,,,,
Robert Covington,,"$11,692,308","$12,307,692","$12,975,471","$12,138,345","$11,301,219","$10,464,092","$16,698,103","$1,015,696","$1,000,000","$1,000,000","$490,180",,,,,,,,,,,,,,,,,,,,,,,
Victor Oladipo,,"$9,450,000","$8,750,000","$2,389,641","$21,000,000","$21,000,000","$21,000,000","$21,000,000","$6,552,960","$5,192,520","$4,978,200","$4,763,760",,,,,,,,,,,,,,,,,,,,,,,
Thaddeus Young,,"$9,010,371","$8,000,000","$14,190,000","$13,545,000","$12,900,000","$13,764,045","$12,921,348","$12,078,652","$11,235,955","$9,160,870","$8,600,000","$8,039,130","$7,478,261","$2,901,241","$2,105,400","$1,968,120","$1,830,720",,,,,,,,,,,,,,,,,
Danilo Gallinari,,"$7,850,062","$19,479,000","$20,475,000","$19,500,000","$22,615,559","$21,587,579","$20,559,599","$15,050,000","$14,000,000","$10,854,850","$10,146,925","$9,439,000","$4,190,182","$3,304,560","$3,089,040","$2,873,520",,,,,,,,,,,,,,,,,,
Khem Birch,,"$6,985,000","$6,667,500","$6,350,000","$3,011,499","$3,000,000","$1,378,242","$815,615",,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedi Osman,,"$6,718,842","$7,426,088","$8,133,334","$8,840,580","$2,907,143","$2,775,000","$2,642,857",,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudy Gay,,"$6,479,000","$6,184,500","$5,890,000","$14,500,000","$14,500,000","$10,087,200","$8,406,000","$13,333,333","$12,403,101","$19,317,326","$17,888,932","$16,460,532","$15,032,144","$13,603,750","$3,280,997","$2,579,400","$2,411,160","$2,242,290",,,,,,,,,,,,,,,,
Sasha Vezenkov,,"$6,341,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otto Porter,,"$6,300,000","$6,000,000","$2,389,641","$28,489,239","$27,250,576","$26,011,913","$24,773,250","$5,893,981","$4,662,960","$4,470,480","$4,278,000",,,,,,,,,,,,,,,,,,,,,,,
Kira Lewis,,"$5,722,116","$4,004,280","$3,822,240","$3,640,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksej Pokusevski,,"$5,574,809","$3,261,480","$3,113,160","$2,964,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furkan Korkmaz,,"$5,370,370","$5,000,000","$4,629,630","$1,762,796","$1,620,564","$1,740,000","$1,465,920",,,,,,,,,,,,,,,,,,,,,,,,,,,
James Bouknight,,"$4,570,080","$4,362,240","$4,154,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danuel House,,"$4,310,250","$4,105,000","$4,997,424","$3,717,000","$3,540,000","$247,827","$77,250","$543,471",,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Muscala,,"$4,308,297","$3,500,000","$3,500,000","$2,283,034","$2,028,594","$5,000,000","$5,000,000","$1,015,696","$947,276","$816,482","$161,471",,,,,,,,,,,,,,,,,,,,,,,
Troy Brown,,"$4,000,000","$1,968,175","$5,170,564","$3,372,840","$3,219,480","$2,752,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Matthews,,"$3,196,448","$2,905,851","$1,958,495","$3,623,000","$2,564,753","$19,360,228","$17,884,175","$17,145,838","$16,407,500","$7,245,640","$6,875,480","$6,505,320","$6,135,160","$5,765,000","$457,588",,,,,,,,,,,,,,,,,,,
Ishmael Smith,,"$3,196,448","$4,725,000","$4,500,000","$6,000,000","$6,000,000","$6,000,000","$6,000,000","$6,000,000","$1,100,602","$1,838,615","$985,000","$985,000","$639,254","$473,604",,,,,,,,,,,,,,,,,,,,
Justin Holiday,,"$3,196,448","$5,987,975","$6,006,420","$5,720,400","$4,767,000","$4,500,000","$4,500,000","$1,015,696","$947,276","$816,482",,"$76,220",,,,,,,,,,,,,,,,,,,,,,
Derrick Rose,,"$3,196,448","$14,520,730","$13,445,120","$7,682,926","$7,317,074","$2,176,260","$2,533,488","$21,323,252","$20,093,064","$18,862,876","$17,632,688","$16,402,500","$6,993,708","$5,546,160","$5,184,480","$4,822,800",,,,,,,,,,,,,,,,,,
Patrick Beverley,,"$3,196,448","$13,801,614","$14,320,987","$13,333,333","$12,345,680","$5,027,028","$5,513,514","$6,000,000","$6,486,486","$915,243","$788,872","$298,092",,"$473,604",,,,,,,,,,,,,,,,,,,,
Robin Lopez,,"$3,196,448","$2,905,851","$5,000,000","$7,300,000","$4,767,000","$14,357,750","$13,788,500","$13,219,250","$12,650,000","$5,340,229","$5,119,761","$4,899,293","$2,862,602","$1,867,320","$1,745,520","$1,623,720",,,,,,,,,,,,,,,,,,
Usman Garuba,,"$3,159,790","$2,471,160","$2,353,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Nwora,,"$3,000,000","$2,800,000","$1,517,981","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boban Marjanovic,,"$2,891,467","$4,101,478","$3,500,000","$3,500,000","$3,500,000","$9,490,740","$5,881,260","$5,628,000","$1,200,000",,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Nicholson,,"$2,844,429","$2,844,429","$2,844,429","$2,844,429",,"$2,844,429","$2,844,429","$6,088,993","$2,380,593","$1,545,840","$1,482,000","$1,418,160",,,,,,,,,,,,,,,,,,,,,,
Omer Yurtseven,,"$2,800,000","$1,752,638","$1,489,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewayne Dedmon,,"$2,748,674","$8,283,688","$5,256,308","$3,447,478","$13,333,334","$6,300,000","$6,900,000","$2,898,000","$947,276","$816,482","$256,623",,,,,,,,,,,,,,,,,,,,,,,
Chimezie Metu,,"$2,697,258","$1,910,860","$1,762,796","$910,895","$1,416,852","$838,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Jones,,"$2,586,665","$2,298,385","$1,977,011","$1,487,284","$2,305,057","$1,544,951","$1,312,611","$1,171,560",,,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Lofton,,"$2,586,618","$1,505,966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dennis Smith,,"$2,528,233","$2,133,278","$1,789,256","$5,686,677","$4,463,640","$3,819,960","$3,218,280",,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Ntilikina,,"$2,528,233","$2,036,318","$1,789,256","$6,176,578","$4,855,800","$4,155,720","$3,501,120",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Arcidiacono,,"$2,528,233","$1,836,090","$774,727","$3,000,000","$3,000,000","$1,349,383","$77,250","$75,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Bryant,,"$2,528,233","$1,968,175","$8,666,667","$8,333,333","$8,000,000","$1,378,242","$815,615",,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuta Watanabe,,"$2,346,614","$1,968,175","$1,762,796","$737,996","$79,568","$77,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanasis Antetokounmpo,,"$2,346,614","$1,878,720","$1,729,217","$1,701,593","$1,445,697",,,,"$30,887",,,,,,,,,,,,,,,,,,,,,,,,,
Harry Giles,,"$2,306,554",,,"$1,620,564","$2,578,800","$2,207,040","$1,859,400",,,,,,,,,,,,,,,,,,,,,,,,,,,
Luka Samanic,,"$2,066,585","$538,317","$3,355,239","$2,824,320","$2,689,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montrezl Harrell,,"$2,019,706","$2,463,490","$9,720,900","$9,258,000","$6,000,000","$6,000,000","$1,471,382","$1,045,000","$1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Todd,,"$1,836,096","$1,575,000","$1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Livers,,"$1,836,096","$1,563,518","$1,057,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Cooks,,"$1,719,864","$140,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skylar Mays,,"$1,165,280","$116,574","$510,907","$532,218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Windler,,"$1,116,288","$4,037,277","$2,239,200","$2,137,440","$2,035,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Forrest,,"$1,112,933","$508,891","$463,211","$470,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ishmail Wainright,,"$988,269","$980,057","$707,893",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack White,,"$703,550","$508,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Gilyard,,"$701,336","$5,849",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ Hampton,,"$680,032","$2,898,243","$2,303,040","$2,193,480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ Warren,,"$649,659","$2,628,597","$12,940,000","$12,000,000","$11,060,000","$11,750,000","$3,152,930","$2,128,920","$2,041,080","$1,953,120",,,,,,,,,,,,,,,,,,,,,,,,
Darius Bazley,,"$624,425","$4,264,628","$2,513,040","$2,399,160","$2,284,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amari Bailey,,"$559,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leaky Black,,"$559,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Mobley,,"$559,782","$508,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Brown,,"$559,782","$1,563,518","$925,258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Cazalon,,"$559,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Robinson,,"$559,782",,,"$3,737,520","$3,567,720","$3,050,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermaine Samuels,,"$559,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Hinton,,"$559,782",,"$96,213","$449,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Williams,,"$559,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dereon Seabron,,"$559,782","$511,816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyontae Johnson,,"$559,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivier Sarr,,"$559,782","$257,371","$223,339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Admiral Schofield,,"$559,782","$877,940","$723,741","$1,517,981","$1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terquavion Smith,,"$559,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saben Lee,,"$559,782","$2,266,640","$1,489,065","$516,836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udoka Azubuike,,"$559,782","$2,174,880","$2,075,880","$1,977,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Maledon,,"$559,782","$2,408,891","$2,000,000","$2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Slawson,,"$559,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Ford,,"$559,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filip Petrusev,,"$559,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markquis Nowell,,"$559,782",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marques Bolden,,"$502,131",,,"$449,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onuralp Bitim,,"$500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Moon,,"$489,005","$116,986","$202,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Thomas,,"$477,630",,"$910,926","$159,698",,"$2,029,463","$6,261,394","$6,587,131","$6,912,869","$7,238,606","$884,293","$762,195","$473,604",,,,,,,,,,,,,,,,,,,,,
Ibou Badji,,"$466,485","$18,226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Toscano-Anderson,,"$447,931","$2,133,278","$1,701,593","$943,963","$350,189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jules Bernard,,"$415,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jontay Porter,,"$411,794",,"$300,000","$1,900,000","$197,933",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Mensah,,"$395,708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henri Drell,,"$389,274",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Fudge,,"$376,405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nerlens Noel,,"$300,000","$9,391,069","$8,800,000","$5,000,000","$1,882,867","$1,757,429","$4,187,599","$4,384,490","$3,457,800","$3,315,120","$3,172,320",,,,,,,,,,,,,,,,,,,,,,,
Scottie Pippen Jr,,"$289,542","$508,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashton Hagans,,"$270,841",,,"$166,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindell Wigginton,,"$244,502","$99,438","$233,973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armoni Brooks,,"$241,285","$50,000","$1,739,065","$135,362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Moi Hodge,,"$241,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jahmi'us Ramsey,,"$232,150",,"$1,517,981","$1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Bediako,,"$215,548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dexter Dennis,,"$212,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeJon Jarreau,,"$207,100",,"$172,821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zavier Simpson,,"$207,100",,"$37,223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Green,,"$202,074","$11,710,528","$10,000,000","$15,365,853","$14,634,147","$10,000,000","$10,000,000","$10,000,000","$10,000,000","$4,025,000","$3,762,500","$3,500,000","$854,389","$94,154","$457,588",,,,,,,,,,,,,,,,,,,
Mouhamadou Gueye,,"$199,463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja'Vonte Smart,,"$196,245",,"$265,878",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Lewis,,"$173,725","$102,363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy Boeheim,,"$167,291","$508,891",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sir'Jabari Rice,,"$167,291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justise Winslow,,"$166,176","$4,097,561","$3,902,439","$13,000,000","$13,000,000","$3,448,926","$2,705,040","$2,593,440","$2,481,720",,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Knight,,"$160,857","$1,836,090","$462,629","$522,989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Funk,,"$160,857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Butler,,"$147,988","$503,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaquille Harrison,,"$145,301","$134,862","$308,493","$915,048","$1,620,564","$1,325,531","$230,399",,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Jackson,,"$145,301","$1,836,090","$308,493","$5,109,637","$3,280,920","$2,807,880","$2,365,560",,,,,,,,,,,,,,,,,,,,,,,,,,,
RaiQuan Gray,,"$141,554","$5,849",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ Wilson,,"$134,863","$250,000","$308,493","$4,548,280","$2,961,120","$2,534,280","$2,135,040",,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamidou Diallo,,"$134,863","$5,200,000","$5,200,000","$1,663,861","$1,416,852","$838,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Hurt,,"$128,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maozinha Pereira,,"$128,685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenyen Gabriel,,"$124,425","$1,878,720","$522,015","$1,620,564","$1,445,697","$75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobi Simmons,,"$120,250","$32,795",,,"$79,568","$76,236","$77,250",,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhaire Smith,,"$116,075","$1,068,200","$1,068,200","$1,068,200","$3,058,800","$2,615,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharife Cooper,,"$103,550",,"$462,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demetrius Jackson,,"$92,857","$92,857","$92,857","$92,857",,"$170,107","$319,266","$1,450,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Williams,,"$77,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omari Moore,,"$75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timmy Allen,,"$64,343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edmond Sumner,,"$40,459","$1,968,175","$2,320,000","$2,160,000","$2,000,000","$449,794","$77,250",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaiser Gates,,"$35,389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Wall,,,"$47,345,760","$44,310,840","$41,254,920","$38,199,000","$19,169,800","$18,063,850","$15,756,438","$14,728,844","$13,701,250","$7,459,924","$5,915,880","$5,530,080","$5,144,280",,,,,,,,,,,,,,,,,,,,
Kemba Walker,,,"$37,281,261","$34,967,442","$34,379,100","$32,742,000","$12,000,000","$12,000,000","$12,000,000","$12,000,000","$3,452,183","$2,709,720","$2,532,960","$2,356,320",,,,,,,,,,,,,,,,,,,,,
Will Barton,,,"$15,059,712","$15,625,000","$13,723,214","$12,776,786","$11,830,358","$3,533,333","$3,533,333","$3,533,333","$915,243","$788,872","$550,000",,,,,,,,,,,,,,,,,,,,,,
Terrence Ross,,,"$11,500,000","$12,500,000","$13,500,000","$12,500,000","$10,500,000","$10,500,000","$10,000,000","$3,553,917","$2,793,960","$2,678,640","$2,563,320",,,,,,,,,,,,,,,,,,,,,,
Derrick Favors,,,"$10,350,803","$9,720,900","$9,258,000","$17,650,000","$16,900,000","$12,000,000","$11,050,000","$12,000,000","$12,950,000","$6,008,106","$4,753,320","$4,443,360","$4,133,280",,,,,,,,,,,,,,,,,,,,
JaMychal Green,,,"$8,200,000","$8,200,000","$7,199,760","$4,767,000","$8,066,667","$8,533,333","$980,431","$845,059","$244,712",,,,,,,,,,,,,,,,,,,,,,,,
Romeo Langford,,,"$5,634,257","$3,804,360","$3,631,200","$3,458,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendrick Nunn,,,"$5,250,000","$5,000,000","$1,663,861","$1,416,852","$47,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Nwaba,,,"$5,022,000","$4,650,000","$1,824,003","$903,111","$1,512,601","$1,312,611","$73,528",,,,,,,,,,,,,,,,,,,,,,,,,,
Moe Harkless,,,"$4,564,980","$4,347,600","$3,623,000","$11,011,234","$10,837,079","$10,662,922","$8,988,764","$2,894,058","$1,887,840","$1,809,840","$1,731,960",,,,,,,,,,,,,,,,,,,,,,
Gorgui Dieng,,,"$4,105,236","$4,000,000","$17,587,688","$16,229,213","$15,170,787","$14,112,360","$2,348,782","$1,474,440","$1,413,480","$1,352,640",,,,,,,,,,,,,,,,,,,,,,,
Stanley Johnson,,,"$4,022,164","$1,368,998","$3,804,150","$3,623,000","$3,940,401","$3,097,800","$2,969,880","$2,841,960",,,,,,,,,,,,,,,,,,,,,,,,,
George Hill,,,"$4,000,000","$5,275,491","$9,590,602","$10,133,907","$19,000,000","$20,000,000","$8,000,000","$8,000,000","$8,000,000","$8,000,000","$8,000,000","$2,086,360","$1,157,160","$1,081,680","$1,006,200",,,,,,,,,,,,,,,,,,
Terence Davis,,,"$4,000,000","$4,000,000","$1,517,981","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goran Dragic,,,"$3,523,762","$19,348,907","$18,000,000","$19,217,900","$18,109,175","$17,000,450","$15,891,725","$14,783,000","$7,500,000","$7,500,000","$7,500,000","$2,108,000","$1,972,000","$1,836,000","$1,700,000",,,,,,,,,,,,,,,,,,
Trey Burke,,,"$3,423,750","$3,150,000","$3,000,000","$229,220","$1,795,015","$784,160","$3,386,597","$2,658,240","$2,548,560","$2,438,760",,,,,,,,,,,,,,,,,,,,,,,
Sterling Brown,,,"$3,122,602","$3,000,000","$1,678,854","$1,618,520","$1,378,242","$815,615",,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Wieskamp,,,"$2,909,261","$563,663",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Griffin,,,"$2,905,851","$32,405,817","$33,900,241","$34,449,964","$31,873,932","$29,512,900","$20,093,064","$18,862,876","$17,632,688","$16,402,500","$7,226,891","$5,731,080","$5,357,280","$4,983,480",,,,,,,,,,,,,,,,,,,
Andre Iguodala,,,"$2,905,851","$2,641,691","$15,000,000","$17,185,185","$16,000,000","$14,814,815","$11,131,368","$11,710,456","$12,289,544","$12,868,632","$14,718,250","$13,531,750","$12,345,250","$12,200,000","$11,300,000","$2,804,889","$2,201,640","$2,058,000","$1,914,480",,,,,,,,,,,,,,
Serge Ibaka,,,"$2,905,851","$9,720,900","$9,258,000","$23,271,604","$21,666,667","$20,061,729","$12,250,000","$12,250,000","$12,250,000","$12,250,000","$2,253,061","$1,288,200","$1,204,200","$1,120,200",,,,,,,,,,,,,,,,,,,
Udonis Haslem,,,"$2,905,851","$2,641,691","$2,564,753","$2,564,753","$2,393,887","$2,328,652","$4,000,000","$2,854,940","$2,732,000","$4,340,000","$4,060,000","$3,780,000","$3,500,000","$7,100,000","$6,575,000","$6,050,000","$5,525,000","$5,000,000","$620,046","$366,931",,,,,,,,,,,,,
Austin Rivers,,,"$2,905,851","$2,401,537","$3,929,049","$2,174,310","$13,155,324","$11,825,000","$11,000,000","$3,110,796","$2,439,840","$2,339,040","$2,238,360",,,,,,,,,,,,,,,,,,,,,,
Matthew Dellavedova,,,"$2,628,597",,"$2,174,318","$9,607,500","$9,607,500","$9,607,500","$9,607,500","$1,347,276","$816,482","$490,180",,,,,,,,,,,,,,,,,,,,,,,
Raul Neto,,,"$2,463,490","$2,089,448","$1,882,867","$1,737,145","$2,100,000","$1,471,382","$877,800","$840,000",,,,,,,,,,,,,,,,,,,,,,,,,
Frank Kaminsky,,,"$2,463,490","$2,089,448","$1,737,145","$4,767,000","$3,627,842","$2,847,600","$2,730,000","$2,612,520",,,,,,,,,,,,,,,,,,,,,,,,,
Willy Hernangomez,,,"$2,443,581","$2,327,220","$1,737,145","$1,676,735","$1,496,500","$1,435,750","$1,375,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Roby,,,"$2,330,681","$1,782,621","$1,517,981","$1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney McGruder,,,"$2,298,385","$1,939,350","$5,192,307","$4,807,693","$1,544,951","$1,312,611","$543,471",,,,,,,,,,,,,,,,,,,,,,,,,,
Bryn Forbes,,,"$2,298,385","$4,500,000","$2,337,145","$2,875,000","$3,125,000","$1,312,611","$543,471",,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Hernangomez,,,"$2,298,385","$6,803,190","$6,493,000","$3,321,029","$2,166,360","$2,076,840","$1,987,440",,,,,,,,,,,,,,,,,,,,,,,,,,
Marquese Chriss,,,"$2,193,920","$1,292,900","$1,824,003",,"$3,206,160","$3,073,800","$2,941,440",,,,,,,,,,,,,,,,,,,,,,,,,,
