PLAYER,2024/25,2023/24,2022/23,2021/22,2020/21,2019/20,2018/19,2017/18,2016/17,2015/16,2014/15,2013/14,2012/13,2011/12,2010/11,2009/10,2008/09,2007/08,2006/07,2005/06,2004/05,2003/04,2002/03,2001/02,2000/01,1999/00,1998/99,1997/98,1996/97,1995/96,1994/95,1993/94,1992/93,1991/92,1990/91
Ivica Zubac,"$11,743,210","$10,933,333","$10,123,457","$7,518,518","$7,000,000","$6,481,482","$1,544,951","$1,312,611","$1,034,865",,,,,,,,,,,,,,,,,,,,,,,,,,
Donte DiVincenzo,"$11,445,000","$10,900,000","$4,500,000","$4,675,830","$3,044,160","$2,905,800","$2,484,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Miller,"$11,424,382","$10,880,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terance Mann,"$11,423,077","$10,576,923","$1,930,681","$1,782,621","$1,517,981","$1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Sarr,"$11,245,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Mobley,"$11,227,657","$8,882,640","$8,478,720","$8,075,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Nance Jr,"$11,205,000","$10,375,000","$9,672,727","$10,690,909","$11,709,091","$12,727,273","$2,272,390","$1,471,382","$1,207,680","$1,155,600",,,,,,,,,,,,,,,,,,,,,,,,,
Matisse Thybulle,"$11,025,000","$10,500,000","$4,379,526","$2,840,160","$2,711,280","$2,582,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabe Vincent,"$11,000,000","$10,500,000","$1,815,677","$1,669,178","$660,750","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Nesmith,"$11,000,000","$5,634,257","$3,804,360","$3,631,200","$3,458,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxi Kleber,"$11,000,000","$11,000,000","$9,000,000","$8,750,000","$8,475,000","$8,000,000","$1,378,242","$815,615",,,,,,,,,,,,,,,,,,,,,,,,,,,
Moritz Wagner,"$11,000,000","$8,000,000","$1,878,720","$1,729,217","$2,383,915","$2,063,520","$1,764,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chet Holmgren,"$10,880,640","$10,386,000","$9,891,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Boucher,"$10,810,000","$11,750,000","$12,690,000","$7,020,000","$6,500,000","$1,588,231","$457,418","$77,250",,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarred Vanderbilt,"$10,714,286","$4,640,000","$4,374,000","$4,050,000","$1,663,861","$1,416,852","$838,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Wiggins,"$10,514,017","$1,836,096","$1,563,518","$1,305,761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Paul,"$10,460,000","$30,800,000","$28,400,000","$30,800,000","$41,358,814","$38,506,482","$35,654,150","$24,268,959","$22,868,827","$21,468,695","$20,068,563","$18,668,431","$17,779,457","$16,359,805","$14,940,153","$13,520,500","$4,574,189","$3,615,960","$3,380,160","$3,144,240",,,,,,,,,,,,,,,
Scoot Henderson,"$10,259,449","$9,770,904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Okoro,"$10,185,186","$8,920,794","$7,040,880","$6,720,720","$6,400,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scottie Barnes,"$10,130,980","$8,008,680","$7,644,600","$7,280,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reed Sheppard,"$10,098,960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Conley,"$9,975,962","$24,360,000","$22,680,000","$21,000,000","$34,502,132","$32,511,623","$30,521,115","$28,530,608","$26,540,100","$9,680,000","$8,760,000","$7,900,000","$7,180,000","$6,611,571","$4,913,007","$3,883,800","$3,630,480","$3,377,160",,,,,,,,,,,,,,,,,
Jonas Valanciunas,"$9,900,000","$15,435,000","$14,700,000","$14,000,000","$15,000,000","$16,000,000","$16,539,326","$15,460,675","$14,382,023","$4,660,482","$3,678,360","$3,526,440","$3,374,640",,,,,,,,,,,,,,,,,,,,,,
Alex Caruso,"$9,890,000","$9,460,000","$9,030,000","$8,600,000","$2,750,000","$2,750,000","$77,250","$77,250","$50,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Jabari Smith,"$9,770,880","$9,326,520","$8,882,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Jones,"$9,523,810","$2,709,849","$3,200,000","$9,720,900","$9,258,000","$1,645,357","$1,512,601","$462,875","$543,471",,,,,,,,,,,,,,,,,,,,,,,,,,
Al Horford,"$9,500,000","$10,000,000","$26,500,000","$27,000,000","$27,500,000","$28,000,000","$28,928,710","$27,734,405","$26,540,100","$12,000,000","$12,000,000","$12,000,000","$12,000,000","$12,000,000","$5,444,857","$4,307,640","$4,026,720","$3,745,800",,,,,,,,,,,,,,,,,
Pat Connaughton,"$9,423,869","$9,423,869","$5,728,393","$5,333,334","$4,938,273","$1,723,050","$1,641,000","$1,471,382","$874,636","$625,093",,,,,,,,,,,,,,,,,,,,,,,,,
Royce O'Neale,"$9,375,000","$9,500,000","$9,200,000","$8,800,000","$8,500,000","$1,618,520","$1,378,242","$815,615",,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ McConnell,"$9,300,000","$8,700,000","$8,100,000","$7,500,000","$3,500,000","$3,500,000","$1,600,520","$1,471,382","$874,636","$525,093",,,,,,,,,,,,,,,,,,,,,,,,,
Luke Kennard,"$9,250,000","$14,763,636","$13,745,455","$13,347,727","$5,273,826","$3,827,160","$3,275,280","$2,759,280",,,,,,,,,,,,,,,,,,,,,,,,,,,
Amen Thompson,"$9,249,748","$8,809,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Suggs,"$9,188,385","$7,252,080","$6,922,320","$6,592,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Martin,"$9,186,594","$6,802,950","$6,479,000","$844,011","$1,517,981","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Payton II,"$9,130,000","$8,715,000","$8,300,000","$1,669,178","$249,864","$1,052,909","$85,457","$154,500","$578,636",,,,,,,,,,,,,,,,,,,,,,,,,,
Stephon Castle,"$9,105,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Jones,"$9,104,167","$9,895,833","$1,782,621","$1,517,981","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goga Bitadze,"$9,057,971","$2,066,585","$5,377,520","$3,098,400","$2,957,520","$2,816,760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeke Nnaji,"$8,888,889","$4,306,281","$2,617,800","$2,498,760","$2,379,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keegan Murray,"$8,809,560","$8,409,000","$8,008,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy Hield,"$8,780,488","$19,321,859","$21,177,750","$23,073,234","$24,931,817","$4,861,207","$3,833,760","$3,675,480","$3,517,200",,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Anderson,"$8,780,488","$9,219,512","$8,780,488","$9,937,150","$9,505,100","$9,073,050","$8,641,000","$2,151,704","$1,192,080","$1,142,880","$1,093,680",,,,,,,,,,,,,,,,,,,,,,,,
Jalen Smith,"$8,571,429","$5,043,773","$4,670,160","$4,458,000","$4,245,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naji Marshall,"$8,571,429","$1,930,681","$1,782,621","$1,517,981","$538,391",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georges Niang,"$8,500,000","$8,800,000","$3,465,000","$3,300,000","$1,783,557","$1,645,357","$1,512,601","$177,250","$650,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Ausar Thompson,"$8,376,291","$7,977,420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Giddey,"$8,352,367","$6,587,040","$6,287,400","$5,988,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Okogie,"$8,250,000","$2,815,937","$1,968,175","$4,087,904","$2,651,040","$2,530,680","$2,163,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron Holland,"$8,245,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Martin,"$8,120,000","$7,560,000","$7,000,000","$1,782,621","$1,517,981","$1,173,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jock Landale,"$8,000,000","$8,000,000","$1,563,518","$925,258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevon Looney,"$8,000,000","$7,500,000","$8,000,000","$5,178,572","$4,821,429","$4,464,286","$1,567,007","$1,471,382","$1,182,840","$1,131,960",,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Green,"$8,000,000","$8,000,000","$4,500,000","$4,500,000","$2,564,753","$840,427","$2,393,887","$2,116,955","$15,000,000","$9,200,000","$9,200,000","$8,700,000","$8,100,000",,"$4,455,988","$3,516,960","$3,287,640","$3,058,200",,,,,,,,,,,,,,,,,
Trey Lyles,"$8,000,000","$8,000,000","$2,625,000","$2,500,000","$5,500,000","$5,500,000","$3,364,249","$2,441,400","$2,340,600","$2,239,800",,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Oubre,"$7,983,000","$2,891,467","$12,600,000","$12,000,000","$14,375,000","$15,625,000","$3,208,630","$2,093,040","$2,006,640","$1,920,240",,,,,,,,,,,,,,,,,,,,,,,,,
Jaden Ivey,"$7,977,240","$7,614,480","$7,252,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJ Martin,"$7,975,000","$1,930,681","$1,782,621","$1,517,981","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasilije Micic,"$7,723,000","$7,723,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Fontecchio,"$7,692,308","$3,044,872","$3,205,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Kuminga,"$7,636,307","$6,012,840","$5,739,840","$5,466,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Black,"$7,607,754","$7,245,480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jae'Sean Tate,"$7,565,217","$7,000,000","$7,065,217","$1,517,981","$1,445,697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gary Harris,"$7,500,000","$13,000,000","$13,000,000","$20,932,143","$19,610,714","$18,189,286","$16,517,857","$2,550,055","$1,655,880","$1,587,480","$1,519,200",,,,,,,,,,,,,,,,,,,,,,,,
Tidjane Salaun,"$7,488,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bennedict Mathurin,"$7,245,720","$6,916,080","$6,586,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Christie,"$7,142,857","$1,719,864","$1,017,781",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franz Wagner,"$7,007,092","$5,508,720","$5,258,280","$5,007,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayo Dosunmu,"$7,000,000","$6,481,482","$1,563,518","$925,258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilal Coulibaly,"$6,945,240","$6,614,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan Clingan,"$6,836,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payton Pritchard,"$6,696,429","$4,037,277","$2,239,200","$2,137,440","$2,035,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenrich Williams,"$6,669,000","$6,175,000","$2,000,000","$2,000,000","$2,000,000","$1,416,852","$838,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaedon Sharpe,"$6,614,160","$6,313,800","$6,012,960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jevon Carter,"$6,500,000","$6,190,476","$6,025,000","$4,107,149","$3,925,000","$1,416,852","$838,464",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davion Mitchell,"$6,451,077","$5,063,640","$4,833,600","$4,603,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saddiq Bey,"$6,440,678","$4,556,983","$2,959,080","$2,824,320","$2,689,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarace Walker,"$6,362,433","$6,059,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Dillingham,"$6,262,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean Wade,"$6,166,667","$5,709,877","$1,930,681","$1,782,621","$1,517,981","$375,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Konchar,"$6,165,000","$2,400,000","$2,300,000","$2,200,000","$2,100,000","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziaire Williams,"$6,133,005","$4,810,200","$4,591,680","$4,373,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyson Daniels,"$6,059,520","$5,784,120","$5,508,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Beasley,"$6,000,000","$2,709,849","$15,558,035","$14,491,964","$13,425,895","$2,731,713","$1,773,840","$1,700,640","$1,627,320",,,,,,,,,,,,,,,,,,,,,,,,,,
Precious Achiuwa,"$6,000,000","$4,379,526","$2,840,160","$2,711,280","$2,582,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Duarte,"$5,893,768","$4,124,400","$3,936,960","$3,749,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Hendricks,"$5,848,366","$5,569,872",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moses Moody,"$5,803,269","$3,918,480","$3,740,160","$3,562,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Edey,"$5,756,880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Kispert,"$5,705,887","$3,722,040","$3,552,840","$3,383,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,"$5,631,296","$3,835,738","$47,080,179","$44,211,146","$41,358,814","$38,506,482","$35,665,000","$28,299,399","$26,540,100","$16,744,218","$15,719,062","$14,693,906","$13,668,750","$5,082,416","$4,017,720","$3,755,640","$3,493,680",,,,,,,,,,,,,,,,,,
Jeremy Sochan,"$5,570,040","$5,316,960","$5,063,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cason Wallace,"$5,555,920","$5,291,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Williams,"$5,469,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alperen Sengun,"$5,424,654","$3,536,280","$3,375,360","$3,214,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Davis,"$5,291,160","$5,050,800","$4,810,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jett Howard,"$5,278,165","$5,026,824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis Bertans,"$5,250,000","$17,000,000","$16,000,000","$16,000,000","$15,000,000","$7,000,000","$7,000,000","$1,312,611","$543,471",,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Jackson,"$5,250,000","$5,000,000","$11,457,217","$10,384,500","$2,331,593","$512,721","$17,043,478","$16,000,000","$14,956,522","$13,913,044","$2,325,680","$1,329,720","$1,243,080","$1,156,320",,,,,,,,,,,,,,,,,,,,,
Haywood Highsmith,"$5,200,000","$1,902,137","$1,752,638","$547,701",,,"$77,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matas Buzelis,"$5,195,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Saric,"$5,168,000","$2,709,849","$9,240,000","$8,510,000","$9,250,000","$3,481,985","$2,526,840","$2,422,560","$2,318,280",,,,,,,,,,,,,,,,,,,,,,,,,,
Kris Dunn,"$5,168,000","$2,586,484","$1,000,001","$5,317,430","$4,767,000","$5,348,007","$4,221,000","$4,046,760","$3,872,520",,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Murphy,"$5,159,854","$3,359,280","$3,206,520","$3,053,760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ousmane Dieng,"$5,027,040","$4,798,440","$4,569,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dereck Lively,"$5,014,409","$4,775,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Drummond,"$5,000,000","$3,360,000","$3,200,000","$2,401,537","$28,751,774","$27,093,018","$25,434,262","$23,775,506","$22,116,750","$3,272,090","$2,568,360","$2,462,400","$2,356,320",,,,,,,,,,,,,,,,,,,,,,
Nick Richards,"$5,000,000",,"$1,782,621","$1,517,981","$1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Eubanks,"$5,000,000","$2,346,614","$1,968,175","$2,239,820","$1,620,564","$79,568","$77,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Topic,"$4,935,960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Mann,"$4,908,373","$3,191,400","$3,046,200","$2,901,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen McDaniels,"$4,881,191","$4,516,000","$1,930,681","$1,782,621","$1,517,981","$898,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaden Springer,"$4,777,088","$2,226,240","$2,125,200","$2,023,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Williams,"$4,775,760","$4,558,680","$4,341,480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gradey Dick,"$4,763,543","$4,536,708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles McBride,"$4,710,144","$1,836,096","$1,563,518","$925,258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Carter,"$4,689,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Batum,"$4,668,000","$11,710,818","$19,700,319","$12,026,998","$11,608,231","$25,565,217","$24,000,000","$22,434,783","$20,869,566","$11,860,750","$11,390,500","$10,920,250","$11,950,000","$2,155,365","$1,196,760","$1,118,760","$1,040,640",,,,,,,,,,,,,,,,,,
Aaron Holiday,"$4,668,000","$2,346,614","$1,968,175","$3,980,551","$2,345,640","$2,239,200","$1,914,480",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Duren,"$4,536,840","$4,330,680","$4,124,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Hawkins,"$4,525,706","$4,310,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Johnson,"$4,510,905","$2,925,360","$2,792,640","$2,659,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Len,"$4,480,977","$3,196,448","$3,918,600","$3,732,000","$3,970,648","$4,160,000","$4,350,000","$4,187,599","$4,823,621","$3,807,120","$3,649,920","$3,492,720",,,,,,,,,,,,,,,,,,,,,,,
Carlton Carrington,"$4,454,880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Jackson,"$4,435,380","$2,696,280","$2,573,760","$2,451,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nickeil Alexander-Walker,"$4,312,500","$4,687,500","$5,009,633","$3,261,480","$3,113,160","$2,964,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ochai Agbaji,"$4,310,280","$4,114,200","$3,918,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bones Hyland,"$4,306,427","$2,306,400","$2,201,520","$2,096,880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bufkin,"$4,298,956","$4,094,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quentin Grimes,"$4,296,682","$2,385,720","$2,277,000","$2,168,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kel'el Ware,"$4,231,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Williams,"$4,094,280","$3,908,160","$3,722,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyonte George,"$4,084,265","$3,889,776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam Thomas,"$4,041,249","$2,240,160","$2,138,160","$2,036,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Hood-Schifino,"$4,021,384","$3,695,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared McCain,"$4,020,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Reed,"$4,015,938","$7,723,000","$1,782,621","$1,517,981","$609,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwight Powell,"$4,000,000","$4,000,000","$11,080,125","$11,080,125","$11,080,125","$10,259,375","$9,631,250","$9,003,125","$8,375,000","$845,059","$507,336",,,,,,,,,,,,,,,,,,,,,,,,
Day'Ron Sharpe,"$3,989,122","$2,210,040","$2,109,480","$2,009,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Aldama,"$3,960,531","$2,194,200","$2,094,120","$1,994,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amir Coffey,"$3,938,271","$3,666,667","$3,395,062","$573,576","$578,842","$79,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torrey Craig,"$3,891,631","$2,528,233","$5,121,951","$4,878,049","$1,678,854","$2,000,000","$2,000,000","$77,250",,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Love,"$3,850,000","$3,835,738","$30,556,968","$31,258,256","$31,258,256","$28,942,830","$24,119,025","$22,642,350","$21,165,675","$19,689,000","$15,719,063","$14,693,906","$13,668,750","$4,609,701","$3,638,280","$3,401,040","$3,163,680",,,,,,,,,,,,,,,,,,
Dalton Knecht,"$3,819,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tari Eason,"$3,695,160","$3,527,160","$3,359,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaime Jaquez,"$3,685,800","$3,510,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan da Silva,"$3,628,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandin Podziemski,"$3,519,960","$3,352,404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalen Terry,"$3,510,480","$3,350,760","$3,191,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sviatoslav Mykhailiuk,"$3,500,000","$2,346,614","$3,846,895","$1,729,217","$1,663,861","$1,416,852","$1,487,694",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Zeller,"$3,500,000","$3,196,448","$743,922","$2,389,641","$15,415,730","$14,471,910","$13,528,090","$12,584,270","$5,318,313","$4,204,200","$4,030,560","$3,857,040",,,,,,,,,,,,,,,,,,,,,,,
Ja'Kobe Walter,"$3,465,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Whitmore,"$3,379,068","$3,218,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake LaRavia,"$3,352,680","$3,199,920","$3,047,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajay Mitchell,"$3,347,451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylon Tyson,"$3,326,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Gordon,"$3,303,771","$3,196,448","$19,568,360","$18,218,818","$16,869,267","$14,057,730","$13,500,375","$12,943,020","$12,385,665","$15,514,031","$14,898,938","$14,283,844","$13,668,750","$3,831,184","$3,016,680","$2,819,880","$2,623,200",,,,,,,,,,,,,,,,,,
Seth Curry,"$3,303,771","$4,000,000","$8,496,653","$8,207,518","$7,834,449","$7,461,380","$2,795,000","$3,028,410","$2,898,000","$947,276","$48,028","$66,318",,,,,,,,,,,,,,,,,,,,,,,
Taj Gibson,"$3,303,771","$4,776,302","$2,905,851","$4,910,000","$3,283,684","$9,000,000","$14,000,000","$14,000,000","$8,950,000","$8,500,000","$8,000,000","$7,550,000","$2,155,811","$1,195,680","$1,117,680","$1,039,800",,,,,,,,,,,,,,,,,,,
Tristan Thompson,"$3,303,771","$3,196,448","$16,700","$9,946,611","$9,258,000","$18,539,130","$17,469,565","$16,400,000","$15,330,435","$14,260,000","$5,421,233","$4,285,560","$4,006,080","$3,726,600",,,,,,,,,,,,,,,,,,,,,
Spencer Dinwiddie,"$3,303,771","$20,411,797","$19,500,000","$19,314,284","$11,454,048","$10,605,600","$1,656,092","$1,524,305","$726,672","$845,059","$700,000",,,,,,,,,,,,,,,,,,,,,,,,
DeAndre Jordan,"$3,303,771","$3,196,448","$10,733,758","$11,109,327","$10,375,678","$9,881,598","$22,897,200","$22,642,350","$21,165,675","$19,689,000","$11,440,123","$10,986,550","$10,532,977","$10,079,404","$854,389","$736,420","$550,000",,,,,,,,,,,,,,,,,,
James Johnson,"$3,303,771","$3,839,412","$3,841,067","$2,641,691","$16,047,100","$15,349,400","$14,420,700","$13,734,000","$4,000,000","$2,500,000","$2,500,000","$507,409","$2,812,006","$1,833,120","$1,713,600","$1,594,080",,,,,,,,,,,,,,,,,,,
Patrick Mills,"$3,303,771","$7,537,766","$6,479,000","$5,890,000","$13,535,714","$12,678,571","$11,571,429","$10,714,286","$3,200,000","$3,200,000","$3,500,000","$1,133,950","$1,085,120",,"$937,195","$457,588",,,,,,,,,,,,,,,,,,,
Markieff Morris,"$3,303,771","$3,196,448","$2,905,851","$2,641,691","$2,331,593","$2,259,887","$9,173,294","$8,000,000","$7,400,000","$8,000,000","$3,153,860","$2,207,040","$2,063,040","$1,919,160",,,,,,,,,,,,,,,,,,,,,
Alec Burks,"$3,303,771","$10,489,600","$10,012,800","$9,536,000","$6,000,000","$2,320,044","$11,536,515","$10,845,506","$9,904,495","$9,213,484","$3,201,369","$2,323,200","$2,171,640","$2,020,200",,,,,,,,,,,,,,,,,,,,,
Joe Ingles,"$3,303,771","$11,000,000","$6,479,000","$13,036,364","$10,363,637","$11,454,546","$12,545,455","$13,636,364","$2,100,000","$2,100,000","$507,336",,,,,,,,,,,,,,,,,,,,,,,,
Cory Joseph,"$3,303,771","$3,196,448","$5,155,500","$7,310,000","$12,600,000","$12,000,000","$7,945,000","$7,630,000","$7,315,000","$7,000,000","$2,134,593","$1,182,600","$1,105,560","$1,028,400",,,,,,,,,,,,,,,,,,,,,
Kyle Lowry,"$3,303,771","$29,682,540","$28,333,334","$26,984,128","$30,500,000","$33,296,296","$32,700,000","$28,903,704","$12,000,000","$12,000,000","$12,000,000","$6,210,000","$5,750,000","$5,750,000","$5,750,000","$2,034,997","$1,163,520","$1,087,680","$1,011,720",,,,,,,,,,,,,,,,
Mason Plumlee,"$3,303,771","$5,000,000","$9,080,417","$9,248,333","$8,000,000","$14,041,096","$12,917,808","$14,041,096","$2,328,530","$1,415,520","$1,357,080","$1,298,640",,,,,,,,,,,,,,,,,,,,,,,
Doug McDermott,"$3,303,771","$14,000,000","$13,750,000","$13,750,000","$7,333,333","$7,333,333","$7,333,334","$3,294,994","$2,483,040","$2,380,440","$2,277,960",,,,,,,,,,,,,,,,,,,,,,,,
